beneficiary_id,district,programme_code,cause,cohort_band,is_synthetic,batch_id
BEN-004648,Rafah,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001777,Rafah,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012472,Rafah,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011536,Rafah,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001444,Rafah,AID-2026-HL-330,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005294,Rafah,AID-2026-DR-114,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-020684,Rafah,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018764,Rafah,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020810,Rafah,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015891,Rafah,AID-2026-SH-455,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011054,Rafah,AID-2026-FS-207,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002048,Deir al-Balah,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012610,Deir al-Balah,AID-2026-WS-618,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024797,Deir al-Balah,AID-2026-DR-114,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017578,Deir al-Balah,AID-2026-DR-114,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005429,Deir al-Balah,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000412,Deir al-Balah,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023431,Deir al-Balah,AID-2026-FS-207,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017833,Deir al-Balah,AID-2026-DR-114,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007693,Deir al-Balah,AID-2026-FS-207,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005696,Diffa,AID-2026-FS-207,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004998,Diffa,AID-2026-ED-512,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005260,Diffa,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020271,Diffa,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020189,Diffa,AID-2026-HL-330,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009272,Diffa,AID-2026-SH-455,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017448,Barabanki,AID-2026-ED-512,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009098,Khan Yunis,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016856,Khan Yunis,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009404,Khan Yunis,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012651,Khan Yunis,AID-2026-DR-114,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018741,Khan Yunis,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005031,Khan Yunis,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012253,Khan Yunis,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018734,Khan Yunis,AID-2026-FS-207,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005368,Khan Yunis,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024507,Deir al-Balah,AID-2026-WS-618,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004080,Deir al-Balah,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003969,Deir al-Balah,AID-2026-DR-114,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018592,Deir al-Balah,AID-2026-ED-512,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012926,Deir al-Balah,AID-2026-SH-455,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015478,Deir al-Balah,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002074,Deir al-Balah,AID-2026-WS-618,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005004,Deir al-Balah,AID-2026-WS-618,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016484,Sitapur,AID-2026-HL-330,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-001749,Sitapur,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005916,Sitapur,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020668,Sitapur,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020377,Sitapur,AID-2026-HL-330,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010824,Sitapur,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005367,Sitapur,AID-2026-DR-114,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002611,Sitapur,AID-2026-HL-330,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013034,Sitapur,AID-2026-WS-618,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022684,Sitapur,AID-2026-FS-207,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018186,Sitapur,AID-2026-ED-512,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015926,Khan Yunis,AID-2026-FS-207,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008556,Khan Yunis,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021501,Khan Yunis,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023460,Khan Yunis,AID-2026-WS-618,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014879,Khan Yunis,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020338,Khan Yunis,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003215,Khan Yunis,AID-2026-HL-330,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-021428,Khan Yunis,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020048,Khan Yunis,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013455,El Obeid,AID-2026-WS-618,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018513,Khan Yunis,AID-2026-DR-114,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022557,Sitapur,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021235,Sitapur,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022864,Nyala,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005751,Sitapur,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023403,Sitapur,AID-2026-FS-207,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-015510,Sitapur,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-016044,Sitapur,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008208,Sitapur,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014458,Sitapur,AID-2026-ED-512,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020402,Sitapur,AID-2026-FS-207,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000953,Sitapur,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-016686,Sitapur,AID-2026-WS-618,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013583,Sitapur,AID-2026-HL-330,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023482,Kutupalong,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004989,Kutupalong,AID-2026-DR-114,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008819,Kutupalong,AID-2026-WS-618,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019513,Kutupalong,AID-2026-ED-512,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004209,Kutupalong,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020505,Kutupalong,AID-2026-ED-512,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007726,Kutupalong,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004067,Kutupalong,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017509,Kutupalong,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008752,Cox's Bazar,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022088,Cox's Bazar,AID-2026-WS-618,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003148,Cox's Bazar,AID-2026-DR-114,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009894,Cox's Bazar,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005490,Cox's Bazar,AID-2026-SH-455,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011497,Cox's Bazar,AID-2026-DR-114,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024909,Diffa,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008765,Cox's Bazar,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008782,Cox's Bazar,AID-2026-FS-207,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021847,Cox's Bazar,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007520,Balrampur,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002583,Balrampur,AID-2026-SH-455,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-004016,Balrampur,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019809,Balrampur,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004135,Balrampur,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018107,Balrampur,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-006177,Balrampur,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011788,Balrampur,AID-2026-HL-330,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002299,Balrampur,AID-2026-HL-330,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024692,Balrampur,AID-2026-HL-330,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020144,Balrampur,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014801,Maradi,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025200,Maradi,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017370,Maradi,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000541,Maradi,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010786,Maradi,AID-2026-WS-618,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007392,Maradi,AID-2026-DR-114,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-001651,Maradi,AID-2026-HL-330,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019555,Maradi,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013650,Maradi,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007924,Rafah,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007002,Rafah,AID-2026-DR-114,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-015643,Rafah,AID-2026-SH-455,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023013,Rafah,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015245,Rafah,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007016,Rafah,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011274,Kutupalong,AID-2026-HL-330,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004402,Kutupalong,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008489,Kutupalong,AID-2026-FS-207,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-020328,Kutupalong,AID-2026-SH-455,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005953,Kutupalong,AID-2026-SH-455,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019724,Kutupalong,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005509,Kutupalong,AID-2026-SH-455,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000803,Kutupalong,AID-2026-SH-455,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011427,Kutupalong,AID-2026-SH-455,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-007884,Kutupalong,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023844,Kutupalong,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025120,Kutupalong,AID-2026-ED-512,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000669,Kutupalong,AID-2026-DR-114,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019670,Nyala,AID-2026-DR-114,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011403,Nyala,AID-2026-WS-618,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-021698,Nyala,AID-2026-ED-512,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023907,Nyala,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019839,Nyala,AID-2026-FS-207,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000188,Nyala,AID-2026-DR-114,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020307,Nyala,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023052,Nyala,AID-2026-FS-207,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014636,Nyala,AID-2026-FS-207,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006174,Nyala,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000168,Gaza North,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018067,Gaza North,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006230,Gaza North,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018389,Gaza North,AID-2026-DR-114,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020005,Gaza North,AID-2026-WS-618,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-015481,Gaza North,AID-2026-FS-207,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011603,Gaza North,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022195,Gaza North,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003154,Kutupalong,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014493,Kutupalong,AID-2026-SH-455,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009826,Kutupalong,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002968,Kutupalong,AID-2026-WS-618,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009385,Kutupalong,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003571,Kutupalong,AID-2026-SH-455,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018820,Kutupalong,AID-2026-FS-207,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000510,Balrampur,AID-2026-DR-114,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015786,Balrampur,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013004,Balrampur,AID-2026-HL-330,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-002294,Balrampur,AID-2026-SH-455,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011934,Balrampur,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016710,Balrampur,AID-2026-HL-330,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022082,Maradi,AID-2026-DR-114,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017968,Maradi,AID-2026-DR-114,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-002075,Maradi,AID-2026-ED-512,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018550,Maradi,AID-2026-HL-330,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-013003,Maradi,AID-2026-DR-114,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-016017,Maradi,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010630,El Obeid,AID-2026-SH-455,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016276,El Obeid,AID-2026-SH-455,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023276,El Obeid,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010315,El Obeid,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019073,El Obeid,AID-2026-HL-330,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015065,Chitrakoot,AID-2026-WS-618,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024314,Chitrakoot,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004888,Chitrakoot,AID-2026-WS-618,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019203,Chitrakoot,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011545,Chitrakoot,AID-2026-SH-455,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023856,Chitrakoot,AID-2026-WS-618,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013053,Chitrakoot,AID-2026-SH-455,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015021,Chitrakoot,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021513,Chitrakoot,AID-2026-ED-512,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-012835,Chitrakoot,AID-2026-FS-207,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003076,Khan Yunis,AID-2026-ED-512,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012531,Khan Yunis,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018770,Khan Yunis,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025661,Khan Yunis,AID-2026-ED-512,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017526,Khan Yunis,AID-2026-SH-455,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023398,Khan Yunis,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010849,Khan Yunis,AID-2026-HL-330,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-013445,Khan Yunis,AID-2026-DR-114,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022814,Khan Yunis,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004076,Khan Yunis,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000358,Khan Yunis,AID-2026-WS-618,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-013476,Deir al-Balah,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019404,Deir al-Balah,AID-2026-DR-114,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-005724,Deir al-Balah,AID-2026-SH-455,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003528,Deir al-Balah,AID-2026-WS-618,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024529,Deir al-Balah,AID-2026-SH-455,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-012462,Deir al-Balah,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003135,Deir al-Balah,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001337,Chitrakoot,AID-2026-SH-455,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019196,Chitrakoot,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021383,Chitrakoot,AID-2026-SH-455,medical,group,TRUE,SYNTH_ADVERSARY_V1
BEN-022773,Chitrakoot,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006525,Chitrakoot,AID-2026-FS-207,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023005,Chitrakoot,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014295,Chitrakoot,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013346,Chitrakoot,AID-2026-HL-330,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019019,Chitrakoot,AID-2026-DR-114,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022308,Chitrakoot,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016568,Chitrakoot,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003009,Chitrakoot,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017600,Maradi,AID-2026-DR-114,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000552,Maradi,AID-2026-WS-618,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-013261,Maradi,AID-2026-WS-618,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017726,Maradi,AID-2026-FS-207,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014839,Maradi,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020077,Maradi,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001312,Maradi,AID-2026-WS-618,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-020143,Maradi,AID-2026-DR-114,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007340,Maradi,AID-2026-ED-512,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006984,Chitrakoot,AID-2026-FS-207,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-022130,Chitrakoot,AID-2026-WS-618,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003457,Chitrakoot,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008563,Chitrakoot,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017363,Chitrakoot,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003210,Chitrakoot,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012313,Chitrakoot,AID-2026-SH-455,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023407,Chitrakoot,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007052,Chitrakoot,AID-2026-ED-512,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015093,Chitrakoot,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014622,Chitrakoot,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006002,Chitrakoot,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025498,Chitrakoot,AID-2026-HL-330,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001488,Kutupalong,AID-2026-WS-618,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008708,Kutupalong,AID-2026-FS-207,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000554,Kutupalong,AID-2026-DR-114,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019524,Kutupalong,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003855,Kutupalong,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004360,Kutupalong,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004125,Kutupalong,AID-2026-FS-207,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013944,Kutupalong,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001779,Kutupalong,AID-2026-ED-512,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015331,Rafah,AID-2026-ED-512,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024694,Rafah,AID-2026-ED-512,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008027,Rafah,AID-2026-WS-618,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-004318,Rafah,AID-2026-ED-512,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000575,Rafah,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018281,Rafah,AID-2026-SH-455,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017209,Rafah,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009961,Rafah,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016298,Rafah,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004327,Deir al-Balah,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013350,Deir al-Balah,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016399,Deir al-Balah,AID-2026-WS-618,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007482,Deir al-Balah,AID-2026-ED-512,education,household,TRUE,SYNTH_ADVERSARY_V1
